Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop
63.12,60.31,31.32,31.5174,84.1527,5.987725,92.3699,Sugarcane
79.07,31.43,34.17,26.2204,74.2879,6.993121,75.947,Sugarcane
85.77,31.84,50.14,26.9376,62.7034,6.117647,103.8509,Sugarcane
117.06,38.44,73.77,33.709,64.1762,6.529697,83.634,Sugarcane
76.13,44.97,56.95,37.0832,80.998,6.156888,104.4295,Sugarcane
76.42,34.7,29.29,31.9212,79.0129,6.281421,138.6102,Sugarcane
112.88,21.11,12.67,26.4103,70.2252,7.09446,110.615,Sugarcane
78.25,29.61,58.8,31.3558,66.4598,6.541383,128.8923,Sugarcane
98.0,55.38,48.85,39.7099,78.9995,6.276319,101.9166,Sugarcane
58.41,40.9,63.7,30.4097,62.0534,6.041909,121.6292,Sugarcane
81.92,45.41,39.43,35.8474,73.1362,5.751319,168.0225,Sugarcane
55.13,36.86,54.2,27.0387,88.1813,5.999488,111.2878,Sugarcane
66.0,32.09,60.15,29.8317,71.6428,6.544784,129.6107,Sugarcane
100.11,60.13,44.63,32.4783,63.7951,6.892094,80.8618,Sugarcane
84.1,37.74,44.89,31.5893,73.2829,6.275859,158.0027,Sugarcane
79.26,34.68,50.3,26.9344,66.2399,7.128217,108.0698,Sugarcane
71.52,53.15,56.51,26.7619,58.8471,6.213,146.2633,Sugarcane
81.03,31.33,49.83,33.9531,75.6083,6.404795,116.9205,Sugarcane
90.42,32.86,61.69,34.7662,78.9427,6.068169,135.2895,Sugarcane
102.69,40.12,44.46,36.0486,67.5127,6.896305,136.7753,Sugarcane
37.75,40.0,34.06,37.2157,66.9821,7.339004,108.689,Sugarcane
70.03,43.12,73.72,30.5385,62.3075,5.795273,147.2977,Sugarcane
87.86,65.1,42.74,28.7552,68.8005,6.361535,101.0254,Sugarcane
83.22,44.03,43.18,35.404,65.5011,7.005912,139.4484,Sugarcane
92.26,11.46,49.21,32.8523,61.9117,5.921222,110.2449,Sugarcane
89.82,43.92,50.81,26.0702,85.1374,6.726674,128.7389,Sugarcane
79.51,40.45,45.36,25.8655,73.7319,6.988589,108.4502,Sugarcane
75.52,40.52,49.79,31.9677,74.5792,6.531292,121.2494,Sugarcane
80.58,42.95,49.52,29.2909,77.0672,6.720105,93.1327,Sugarcane
105.68,39.66,52.1,29.8943,76.1683,7.204361,126.1889,Sugarcane
71.82,39.37,21.71,34.2901,66.6951,7.279371,121.1047,Sugarcane
83.87,47.36,72.57,33.0361,72.1804,6.475213,106.4962,Sugarcane
88.3,33.5,48.23,35.3195,67.8478,6.287049,118.6243,Sugarcane
113.09,28.63,56.97,22.2739,73.5077,6.132008,123.3501,Sugarcane
79.59,76.29,33.46,31.0136,72.7335,6.890786,104.5911,Sugarcane
102.26,31.41,44.35,32.7788,66.9387,5.95129,116.781,Sugarcane
107.18,41.2,41.93,23.8937,59.3656,6.39897,94.8612,Sugarcane
83.85,22.05,67.64,27.3804,71.1699,6.541076,178.6433,Sugarcane
81.21,41.4,42.97,26.6381,68.3658,6.298799,146.478,Sugarcane
79.08,28.8,59.1,30.0868,54.877,6.611928,126.8274,Sugarcane
80.4,34.69,42.19,36.5114,74.0613,7.525805,149.3028,Sugarcane
100.38,52.54,44.57,38.0904,77.7227,6.451361,70.5187,Sugarcane
89.16,45.66,47.05,26.7428,90.2269,6.325838,56.058,Sugarcane
89.24,46.82,65.41,32.1062,66.8704,6.906133,110.0177,Sugarcane
64.75,18.75,27.32,32.2352,65.6903,6.595833,85.5359,Sugarcane
67.59,62.04,34.21,31.5505,61.1246,7.075734,114.0849,Sugarcane
123.58,25.7,26.63,31.5959,71.6691,6.565875,125.1414,Sugarcane
81.8,58.34,36.95,31.215,71.6185,6.400631,143.0104,Sugarcane
71.05,52.26,40.26,36.7503,63.5096,5.78651,91.5434,Sugarcane
110.76,46.93,30.63,34.4099,68.6006,5.852106,129.9908,Sugarcane
90.07,29.74,41.19,25.7594,54.1707,5.765721,120.3597,Sugarcane
95.41,41.82,25.82,33.1829,77.411,6.651736,128.6877,Sugarcane
82.52,34.35,37.78,33.5695,63.8346,5.9551,107.0057,Sugarcane
79.26,40.35,64.41,31.2599,69.7227,7.002231,154.5784,Sugarcane
81.95,37.0,54.84,34.5257,58.5865,6.512099,117.4123,Sugarcane
60.11,15.54,52.25,30.7523,65.3412,6.402325,164.3546,Sugarcane
83.42,53.46,37.97,30.8019,67.7633,6.162458,100.2403,Sugarcane
90.33,39.03,31.57,30.485,69.9097,6.748903,138.5707,Sugarcane
118.31,34.18,36.33,21.927,73.8379,6.178201,118.5083,Sugarcane
86.55,33.28,49.48,29.6784,81.5126,6.105849,111.8064,Sugarcane
42.98,44.3,60.42,27.327,75.8617,6.97534,135.8079,Sugarcane
83.31,29.27,60.83,25.2542,77.6973,6.641848,112.5207,Sugarcane
134.31,12.94,57.57,35.7361,81.5688,6.406028,53.4509,Sugarcane
100.59,44.89,41.15,32.0168,74.5577,6.756573,43.4283,Sugarcane
70.4,46.23,50.29,29.8807,69.7063,6.503573,151.8106,Sugarcane
95.64,37.6,46.14,27.7408,78.0729,6.653205,150.7565,Sugarcane
71.64,26.23,47.59,31.1847,78.5841,6.173261,167.1835,Sugarcane
60.63,41.07,74.45,33.9657,75.1885,7.328159,119.5618,Sugarcane
78.73,22.43,28.86,26.6921,58.363,6.268152,87.6841,Sugarcane
86.65,27.67,47.18,29.9807,63.2683,7.122407,109.5104,Sugarcane
51.3,30.99,64.54,33.4723,67.8012,6.424452,120.2856,Sugarcane
64.32,50.13,32.41,22.256,76.237,6.822839,94.824,Sugarcane
85.19,35.65,42.28,29.7697,69.8292,6.793689,161.2144,Sugarcane
77.65,34.63,43.65,28.2828,79.0949,6.958741,175.9876,Sugarcane
92.11,63.46,47.32,29.4647,80.5219,6.163751,131.957,Sugarcane
63.14,44.23,30.85,27.9935,79.5934,6.930254,119.7284,Sugarcane
97.85,44.07,57.14,30.5505,79.6443,7.238576,87.6258,Sugarcane
63.69,35.56,58.0,37.6945,61.704,6.396523,158.6608,Sugarcane
114.57,32.84,56.1,28.7043,73.8611,6.513882,121.9077,Sugarcane
54.12,13.76,39.56,31.1668,65.1398,6.290621,112.7709,Sugarcane
65.33,51.62,51.04,37.979,56.8075,6.361425,132.0294,Sugarcane
92.51,45.38,39.21,27.7999,67.7002,7.184569,105.3572,Sugarcane
114.96,37.85,46.01,37.2587,80.5979,6.098306,123.6719,Sugarcane
90.67,38.35,75.84,30.0213,73.6859,6.123152,83.9383,Sugarcane
95.13,48.83,51.15,37.1276,86.1425,7.14436,147.1772,Sugarcane
85.32,21.34,35.75,33.0008,71.4178,6.749819,117.3897,Sugarcane
66.52,32.92,52.16,31.2284,89.5824,7.348148,148.97,Sugarcane
76.18,26.36,33.78,29.7375,71.4202,6.319825,114.9716,Sugarcane
63.19,61.26,35.61,27.5038,70.1798,6.550512,116.595,Sugarcane
61.98,50.51,37.51,30.3032,59.7649,6.235729,89.6921,Sugarcane
92.23,13.57,44.67,33.5894,78.8845,6.55732,138.9939,Sugarcane
64.78,21.83,61.24,29.9476,65.983,5.790361,98.104,Sugarcane
90.75,38.41,56.94,28.7335,64.8236,6.773982,107.8394,Sugarcane
61.57,34.33,56.28,28.9969,80.2498,6.62939,120.0262,Sugarcane
90.33,24.11,36.81,33.9699,79.2658,6.476978,123.0306,Sugarcane
76.2,63.34,43.5,34.9006,79.0564,6.343854,77.3476,Sugarcane
110.32,43.75,53.26,27.3314,67.1025,6.142098,114.2299,Sugarcane
90.83,45.7,42.46,27.3256,69.5922,6.791085,139.8808,Sugarcane
107.24,31.7,46.66,31.5174,69.5212,6.031564,110.5415,Sugarcane
71.4,48.67,55.3,36.1101,76.2601,6.704758,114.3817,Sugarcane
86.01,35.43,45.81,34.584,82.4285,7.329781,124.0602,Sugarcane
67.34,36.6,52.71,24.9926,72.9452,7.094209,116.851,Sugarcane
77.56,47.33,69.11,28.9437,85.7991,5.897949,94.2371,Sugarcane
80.28,20.45,47.94,26.2776,77.1776,6.285305,119.0913,Sugarcane
71.93,59.16,64.15,28.9299,68.1216,6.66858,144.8518,Sugarcane
63.12,42.19,56.71,36.4176,76.6297,6.471887,93.7206,Sugarcane
59.56,55.37,32.39,24.3096,83.6475,5.940238,110.638,Sugarcane
42.88,27.09,36.77,23.5245,85.9863,6.654126,85.4592,Sugarcane
65.99,28.92,40.0,26.6858,79.4951,6.495993,143.5345,Sugarcane
96.29,26.06,39.74,31.1492,70.2054,7.26573,117.691,Sugarcane
56.23,43.0,48.92,32.483,68.2665,6.398709,98.745,Sugarcane
60.37,40.79,57.38,31.7498,74.6086,6.967201,122.3066,Sugarcane
117.24,34.43,65.06,34.7027,83.3918,5.993165,89.91,Sugarcane
73.54,27.83,53.7,22.9477,73.4702,6.088796,94.1626,Sugarcane
90.78,24.8,44.65,34.7533,73.6363,6.788665,83.4967,Sugarcane
96.56,39.42,25.01,28.7516,70.4112,6.933492,93.3305,Sugarcane
96.93,34.41,50.85,32.926,67.3769,6.117043,153.9334,Sugarcane
57.6,31.77,50.31,24.7063,68.7029,6.509631,101.672,Sugarcane
80.84,58.57,52.2,30.0198,71.0834,5.947368,131.6556,Sugarcane
55.87,39.01,75.27,30.9451,83.7448,6.427512,99.0925,Sugarcane
129.03,55.24,64.89,34.623,68.0823,6.834769,138.9883,Sugarcane
56.29,33.6,59.42,23.659,70.4209,6.326017,94.3479,Sugarcane
66.14,42.94,38.46,30.123,63.077,6.400386,120.9807,Sugarcane
66.27,39.33,43.84,25.6591,75.733,6.048082,121.3213,Sugarcane
58.06,19.63,48.86,32.022,80.9334,6.240657,178.1951,Sugarcane
109.35,57.14,40.7,33.1089,82.996,7.203244,135.7606,Sugarcane
128.6,38.38,56.01,35.1487,71.6269,6.52917,105.1774,Sugarcane
76.44,48.96,54.28,27.8599,74.5948,6.099077,137.1262,Sugarcane
61.23,30.98,36.94,33.7089,68.7716,6.374091,173.4544,Sugarcane
44.74,38.02,64.36,35.4436,74.2241,5.861029,79.2591,Sugarcane
80.61,29.6,51.23,23.427,72.5117,6.094336,98.9379,Sugarcane
79.31,54.83,29.25,32.4494,70.4661,7.044136,114.0776,Sugarcane
73.28,43.74,49.38,33.834,71.102,6.443007,109.5728,Sugarcane
88.98,44.4,53.37,28.9651,73.6154,7.256292,111.6811,Sugarcane
92.11,56.3,61.67,25.1569,67.6468,6.461861,87.3942,Sugarcane
90.82,53.88,45.95,33.7718,68.06,6.485609,155.0989,Sugarcane
79.31,49.18,59.94,25.202,83.6589,6.756358,84.4348,Sugarcane
65.17,22.94,52.25,29.2866,91.6844,5.430965,114.9947,Sugarcane
96.98,31.65,34.22,29.8395,60.3651,6.581976,146.1458,Sugarcane
85.23,27.95,33.02,32.8622,59.9242,6.480405,119.2454,Sugarcane
100.99,48.73,63.47,27.4935,62.3428,7.094416,95.5151,Sugarcane
99.22,42.05,64.35,27.2617,69.1737,6.885872,86.2831,Sugarcane
59.41,23.31,53.87,30.3957,77.1662,6.046523,114.25,Sugarcane
59.18,37.74,67.95,34.0256,74.73,6.996855,101.0743,Sugarcane
71.4,22.07,62.68,39.1498,71.3762,6.395074,125.1308,Sugarcane
65.99,39.36,58.2,23.9701,74.2315,6.138219,84.9637,Sugarcane
98.59,20.14,39.06,31.2614,64.4633,6.578841,140.3259,Sugarcane
91.32,46.35,70.78,25.6539,68.047,6.418892,122.8887,Sugarcane
104.79,44.54,56.44,34.0752,69.8392,7.115386,124.7459,Sugarcane
92.14,62.9,45.37,26.2458,57.3263,6.636249,156.0269,Sugarcane
88.76,50.17,41.98,27.3014,60.7095,6.582264,109.0551,Sugarcane
106.6,34.93,53.08,27.6429,61.0275,6.860259,101.8546,Sugarcane
93.46,49.82,29.95,29.6952,76.1129,6.937149,106.3059,Sugarcane
86.23,23.23,58.4,31.2928,71.9628,6.813442,115.1868,Sugarcane
111.65,28.45,38.56,31.9348,74.8885,7.067785,117.7259,Sugarcane
87.07,44.0,54.45,29.9769,55.2828,6.743473,99.2326,Sugarcane
79.52,14.1,43.74,24.6804,58.1315,6.567061,69.4229,Sugarcane
69.92,39.55,46.83,32.9111,75.3057,6.995669,105.9768,Sugarcane
97.65,27.76,40.92,29.7882,47.7706,6.463642,128.9956,Sugarcane
107.27,41.22,48.07,34.6469,79.797,6.513299,123.4065,Sugarcane
84.09,27.07,72.67,27.169,55.4135,7.188631,149.9889,Sugarcane
108.54,45.09,66.62,23.5909,76.7468,7.14877,168.8872,Sugarcane
49.54,40.23,54.25,29.8639,62.8913,6.49673,138.9833,Sugarcane
84.0,56.8,49.7,35.1838,78.3912,6.318579,154.563,Sugarcane
84.28,40.08,60.13,30.6438,95.6653,7.085269,139.1694,Sugarcane
71.91,30.78,63.56,29.2013,51.8146,6.820167,162.7475,Sugarcane
127.91,37.04,40.04,26.5186,75.563,6.626233,166.2713,Sugarcane
83.81,23.87,49.07,37.0311,55.5347,6.371251,143.7791,Sugarcane
77.66,44.87,28.14,25.8816,73.4142,6.632679,137.6595,Sugarcane
85.47,47.08,63.48,27.0984,68.3458,6.491317,114.8692,Sugarcane
48.95,69.63,74.78,32.2801,71.0383,6.234265,118.9666,Sugarcane
71.32,32.54,50.96,22.5759,62.7065,6.551617,111.5541,Sugarcane
102.7,36.79,24.5,35.0984,76.2443,6.60617,135.5313,Sugarcane
73.68,33.09,57.31,32.4968,58.4131,6.349842,101.9913,Sugarcane
70.08,42.55,39.15,33.5969,79.9331,6.86153,115.2223,Sugarcane
108.57,44.58,42.04,32.2325,66.726,7.015533,61.1208,Sugarcane
109.12,39.36,57.52,29.3555,58.7785,6.887959,163.0772,Sugarcane
94.31,53.04,53.05,25.7474,82.7595,6.389501,114.4881,Sugarcane
76.81,32.6,44.14,29.4397,69.4613,6.802329,131.3895,Sugarcane
80.69,51.83,42.2,26.0991,85.2611,6.531185,156.4447,Sugarcane
70.53,46.46,51.51,31.9446,79.7708,6.005702,127.5073,Sugarcane
67.09,39.86,45.09,33.2271,63.6148,6.769092,156.1086,Sugarcane
66.2,36.22,36.69,35.9072,69.3201,6.558453,88.9566,Sugarcane
73.88,69.12,46.01,31.4871,70.9683,7.537419,179.9344,Sugarcane
66.38,30.2,54.08,33.6983,82.2104,7.082908,147.1778,Sugarcane
56.85,43.58,47.86,28.8114,73.5001,6.78446,125.2301,Sugarcane
88.95,31.0,33.04,28.0869,71.4103,6.599668,155.627,Sugarcane
89.22,61.43,61.87,31.8947,68.401,6.565489,90.7841,Sugarcane
115.61,50.64,17.13,28.4541,69.5955,6.098524,112.7846,Sugarcane
72.97,31.86,44.64,31.0767,80.4367,5.804405,156.1063,Sugarcane
90.33,46.15,42.56,25.7552,70.0296,6.150976,73.3235,Sugarcane
90.63,43.09,51.78,26.4735,66.84,6.480913,134.0114,Sugarcane
80.43,33.8,56.74,32.5416,65.4839,5.657784,133.3044,Sugarcane
98.4,49.1,63.52,33.5468,65.5699,6.282271,169.2306,Sugarcane
98.95,44.67,41.45,26.0574,58.7832,6.400955,80.4261,Sugarcane
90.89,42.59,57.04,32.6825,63.997,6.413829,160.2408,Sugarcane
80.4,39.5,52.35,27.8691,81.9874,6.235311,106.0132,Sugarcane
78.56,45.17,29.46,30.066,68.3472,6.363394,108.8248,Sugarcane
60.38,42.75,72.81,35.6678,75.6353,7.189558,89.4499,Sugarcane
70.49,40.71,32.73,33.2299,50.1699,6.764858,92.8037,Sugarcane
73.8,32.31,55.03,33.1835,74.5465,6.27588,130.0881,Sugarcane
64.77,60.33,54.68,37.6352,68.7092,6.472661,92.1917,Sugarcane
92.92,27.39,53.31,27.1845,66.1485,6.488675,138.5071,Sugarcane
106.54,45.13,44.07,26.0565,71.4477,6.192818,103.4258,Sugarcane
68.65,36.16,59.93,27.1115,66.0334,6.192348,89.6742,Sugarcane
90.1,61.11,31.28,28.982,53.009,6.90421,106.8048,Sugarcane
66.39,29.16,49.21,20.5818,77.378,6.332086,128.4177,Sugarcane
79.51,31.18,43.23,29.1703,71.9441,6.062121,113.0662,Sugarcane
72.57,28.36,41.87,27.8217,67.4885,6.482744,120.8553,Sugarcane
95.83,43.88,55.14,33.135,62.2705,6.547204,137.4052,Sugarcane
72.78,23.52,62.93,31.4097,58.2411,5.710918,147.0605,Sugarcane
103.21,34.26,45.88,27.5972,71.7911,6.483701,112.2476,Sugarcane
80.58,14.17,59.37,32.3598,82.9075,6.847192,93.8944,Sugarcane
73.31,42.89,50.6,32.8931,71.6253,6.680492,121.9024,Sugarcane
62.44,34.0,39.29,26.9258,58.9379,7.391918,131.7662,Sugarcane
42.47,64.36,58.34,17.1406,75.8262,4.991704,93.5255,Potato
49.31,33.28,67.36,17.8389,66.0548,5.497959,107.9825,Potato
51.37,49.45,67.16,13.986,75.8063,5.311497,60.5546,Potato
57.51,54.45,50.49,11.2073,65.8325,6.530295,84.294,Potato
50.87,57.3,56.94,12.4928,84.495,5.795874,106.5831,Potato
68.48,47.74,36.36,17.1992,96.8226,6.173368,91.312,Potato
40.74,36.62,55.99,15.832,78.8715,5.685988,119.3467,Potato
41.04,46.99,47.06,11.1222,69.9204,5.728133,58.4815,Potato
55.99,47.51,53.14,16.8507,54.7307,5.786949,56.2,Potato
57.89,47.27,38.15,15.7263,61.5243,6.242616,105.3937,Potato
42.54,64.7,59.05,12.3086,87.4389,5.92465,107.3161,Potato
52.72,42.86,38.03,15.5193,66.7665,5.377066,86.135,Potato
55.19,58.01,56.48,15.7162,72.0333,6.449006,98.0079,Potato
55.28,56.58,42.73,14.5335,80.2426,5.682874,104.9041,Potato
61.82,64.6,46.5,20.7067,86.8583,5.617792,73.7227,Potato
52.06,53.67,66.55,9.3884,73.4033,4.668198,75.863,Potato
77.73,62.91,60.88,9.0568,71.7627,6.05376,93.7945,Potato
65.86,53.28,66.49,17.0131,75.573,5.840405,108.0818,Potato
50.31,59.34,70.6,17.3845,69.9789,5.83997,66.6809,Potato
61.13,39.97,47.27,18.6169,70.4094,5.63887,86.041,Potato
61.49,28.62,69.99,14.8441,78.295,5.569913,85.1153,Potato
74.58,58.78,40.34,13.3283,76.4823,5.652168,98.3592,Potato
52.8,59.31,62.46,16.9707,92.0528,5.985264,89.826,Potato
69.21,59.76,50.07,15.2337,78.5108,6.055647,79.0823,Potato
60.5,49.75,45.7,23.2043,84.2092,5.707587,114.9713,Potato
77.9,69.9,61.14,15.7031,66.4297,6.179575,79.2149,Potato
75.49,50.4,64.45,16.7873,79.2013,5.76841,84.1581,Potato
62.36,59.21,64.15,26.9017,69.2161,5.598309,58.17,Potato
56.85,60.95,57.15,16.221,78.1636,5.879366,75.7275,Potato
66.08,72.19,56.32,19.2246,80.5081,5.256245,100.3215,Potato
57.83,51.83,60.27,19.5852,75.399,5.893087,96.412,Potato
80.16,48.47,58.04,19.9256,94.2586,5.183127,101.9903,Potato
60.94,40.02,60.41,18.1579,86.4238,5.388909,101.0196,Potato
55.13,70.52,57.04,17.7754,84.418,4.992523,131.7543,Potato
54.48,59.21,63.43,17.4013,81.1143,5.729953,75.0428,Potato
45.44,59.53,38.73,14.696,89.1069,6.443853,57.6115,Potato
66.68,86.17,53.69,18.3021,63.5042,5.753169,68.9889,Potato
50.16,58.25,41.16,25.1146,85.9623,6.057434,75.927,Potato
73.18,41.98,57.77,21.8427,67.07,6.740926,70.5135,Potato
44.48,53.04,71.42,18.2157,70.4853,5.961622,91.8732,Potato
61.53,45.25,50.26,20.4233,79.4911,5.493915,115.0531,Potato
73.8,51.04,56.27,13.5233,84.8658,5.548973,120.7932,Potato
34.17,50.97,62.56,15.958,65.7714,5.800263,100.0862,Potato
84.22,49.13,34.32,20.7914,70.8996,5.546842,132.8254,Potato
54.9,41.07,49.78,22.9487,75.7803,5.576765,82.8725,Potato
61.69,70.93,58.65,13.9165,73.5091,6.194102,57.3496,Potato
66.86,57.99,26.03,15.0656,81.8323,6.210463,111.0636,Potato
68.71,52.75,45.23,25.7255,100.0,5.141243,53.2281,Potato
63.29,62.58,66.01,17.385,78.3546,5.472732,74.8999,Potato
71.97,59.71,65.03,24.2934,69.1184,5.614398,100.4022,Potato
66.23,57.76,58.74,17.8274,64.6279,6.039636,87.9524,Potato
81.13,61.85,63.82,17.9847,72.398,6.25723,86.1809,Potato
66.27,56.34,57.15,15.778,67.478,6.880787,66.3842,Potato
83.58,61.7,60.55,20.7702,78.7404,5.613731,89.784,Potato
70.81,62.53,51.84,22.4311,78.6162,5.633709,110.0732,Potato
38.33,56.63,56.16,12.86,71.2947,6.035428,90.3994,Potato
91.33,52.8,48.68,15.5902,90.8796,5.527113,73.3955,Potato
53.11,70.3,67.63,20.6603,69.1164,5.743615,65.0492,Potato
77.95,50.22,70.22,16.4818,74.0446,5.633985,73.8081,Potato
60.32,58.91,68.8,15.0265,80.1133,4.751338,97.8467,Potato
72.73,59.14,50.92,21.0382,82.1364,5.849293,96.872,Potato
51.74,48.9,45.46,21.4138,85.2206,5.727056,73.9899,Potato
67.51,46.92,67.77,15.2014,78.428,6.308492,45.7848,Potato
56.96,51.46,60.44,17.8495,83.4073,5.802196,98.4003,Potato
78.95,50.08,58.29,12.1661,69.6791,5.298101,72.0459,Potato
65.26,40.42,48.66,13.4181,82.3447,5.69676,103.7812,Potato
71.23,48.49,59.26,17.4967,82.2378,4.963567,74.8778,Potato
34.03,57.66,44.15,17.1256,87.1031,5.315633,70.242,Potato
58.97,67.66,61.34,13.1325,61.6525,6.054202,93.0634,Potato
64.93,60.54,68.79,14.1361,67.7425,5.701064,137.154,Potato
62.68,29.0,71.31,12.7398,81.5851,6.169003,104.9806,Potato
71.53,61.41,62.09,18.8202,53.7891,5.013243,92.7244,Potato
55.61,49.42,41.18,9.1294,78.936,5.703015,97.177,Potato
60.59,59.53,56.97,12.9537,83.4784,5.609795,54.9777,Potato
74.17,54.86,76.4,9.5482,70.389,6.182339,67.5532,Potato
32.66,53.07,46.31,18.6761,71.5585,6.069105,39.7814,Potato
67.07,53.98,54.41,9.7891,66.4069,6.056901,124.5975,Potato
55.99,54.78,69.14,17.1269,70.8276,6.416564,120.5477,Potato
49.05,68.44,61.17,23.5581,71.0595,5.652765,97.8564,Potato
64.04,54.8,79.8,23.6937,69.5373,6.334032,92.7023,Potato
74.73,65.86,47.67,9.7764,69.0986,5.382318,58.9682,Potato
72.47,64.4,45.1,18.1936,72.832,5.367649,85.614,Potato
58.38,61.67,67.24,13.0441,72.7352,6.101099,125.8478,Potato
70.51,37.13,43.04,12.2275,89.9931,5.198104,92.6283,Potato
70.42,66.17,53.03,16.5461,71.8465,6.029106,78.7071,Potato
58.95,50.42,54.34,21.9132,77.7532,5.840525,54.8386,Potato
51.68,62.16,65.36,19.3986,70.3849,6.228741,117.6061,Potato
52.38,45.27,61.14,14.1394,70.2832,5.776222,88.5983,Potato
70.05,43.15,59.57,19.8201,61.365,5.82242,54.8653,Potato
59.49,74.76,50.98,8.0252,62.4291,6.003706,71.5147,Potato
47.45,45.43,67.15,13.9882,65.344,5.53494,64.4492,Potato
39.78,66.46,95.26,13.7044,76.4696,5.517517,87.3651,Potato
69.98,56.18,61.91,17.3133,83.6094,5.989772,94.1468,Potato
53.44,50.8,56.0,16.1887,60.7067,5.788285,79.9357,Potato
63.96,54.55,42.02,16.4341,70.6074,5.637074,105.5409,Potato
74.88,41.99,48.63,16.3011,64.0649,5.766886,91.576,Potato
44.29,54.86,52.86,17.0896,72.8858,6.437824,111.2462,Potato
59.46,44.17,49.65,19.1605,83.6062,5.622793,82.8561,Potato
57.95,51.05,54.84,17.5973,71.4249,5.611192,150.9065,Potato
64.56,64.25,72.78,15.8626,74.6199,5.117022,78.7102,Potato
74.87,57.54,67.47,18.607,86.6418,5.783059,71.9334,Potato
44.05,40.18,53.41,20.3045,78.6632,6.062753,69.474,Potato
66.84,63.51,42.92,14.7759,68.9193,6.134479,85.7812,Potato
72.38,54.93,68.37,16.7624,76.2713,5.843287,55.6093,Potato
57.76,49.58,54.51,21.6476,68.3796,6.182333,95.8913,Potato
58.35,62.47,37.73,12.589,78.3639,6.092492,51.8939,Potato
65.02,53.33,62.12,24.2188,79.1227,6.24518,93.2334,Potato
64.14,43.34,65.26,11.6434,64.0627,6.193721,62.975,Potato
66.99,73.48,30.74,15.6185,76.4012,6.427991,82.3741,Potato
66.74,54.83,46.75,13.1992,74.0594,5.732123,102.0908,Potato
48.22,54.19,53.9,25.7517,79.3574,5.269177,136.0808,Potato
71.88,50.95,62.35,14.9866,81.6508,6.065487,68.44,Potato
74.0,66.8,49.84,14.9966,78.8196,6.112221,86.9937,Potato
62.23,49.75,46.68,15.517,72.5745,6.427998,75.5248,Potato
42.07,39.55,62.27,17.3824,82.4666,6.312516,72.6026,Potato
58.62,48.21,50.32,15.6862,68.0155,6.578189,75.7005,Potato
62.33,68.27,60.42,16.4685,64.4358,6.047942,106.4813,Potato
46.26,63.32,43.88,8.0,49.4377,5.891524,80.2389,Potato
55.68,52.45,41.48,17.2286,74.4389,5.246007,134.9863,Potato
43.09,68.73,62.55,17.0712,68.4276,5.923239,98.3196,Potato
67.29,62.48,57.53,21.1543,78.182,5.578999,69.7998,Potato
61.99,52.33,64.22,22.2362,59.2302,5.884604,82.6659,Potato
40.25,53.34,49.67,16.2492,69.8226,5.821805,73.9631,Potato
64.22,58.29,47.05,20.2649,78.7622,5.988693,106.0014,Potato
59.32,46.68,68.61,12.5937,66.7613,5.761068,57.2244,Potato
66.2,55.05,39.77,20.0694,78.2741,6.174008,63.181,Potato
55.3,58.09,67.51,14.7101,70.5438,4.710738,78.1691,Potato
50.38,38.13,68.21,12.2612,74.7375,5.875997,103.6589,Potato
50.75,53.11,63.6,16.2576,79.7613,6.280996,114.6612,Potato
53.54,51.97,48.12,22.6019,82.6224,6.548019,117.6108,Potato
60.23,65.28,46.83,17.724,75.7399,6.092785,100.596,Potato
61.78,36.56,52.9,22.986,68.4879,6.473953,88.3422,Potato
57.71,51.18,42.05,14.0051,71.3357,5.867574,105.8925,Potato
54.92,50.18,45.38,21.1914,80.0956,5.801145,67.11,Potato
55.78,64.6,61.45,14.3914,66.83,6.011766,53.1069,Potato
90.09,54.56,61.49,17.9013,73.5755,5.798722,98.7328,Potato
50.75,72.96,44.5,17.8667,71.9129,5.487057,69.8864,Potato
53.3,61.62,61.76,19.646,74.1731,5.593904,88.6939,Potato
99.53,50.9,59.54,18.003,66.9257,5.355139,92.3925,Potato
65.05,57.4,70.1,14.0433,60.1844,6.011351,94.9624,Potato
43.44,51.46,60.69,20.5212,79.1659,5.804557,108.7558,Potato
70.11,63.59,65.59,23.9266,82.7131,5.655886,106.6415,Potato
49.08,41.68,59.77,14.6648,60.6626,5.573326,93.9,Potato
70.91,46.76,64.8,9.6591,77.9514,6.002023,81.1597,Potato
57.47,59.56,42.13,18.9973,83.6655,6.112179,92.1552,Potato
54.72,67.26,53.78,15.6753,79.7673,5.347794,78.0758,Potato
79.31,32.98,54.61,16.4756,71.6666,5.284926,86.0714,Potato
66.8,68.74,52.56,19.2247,67.452,6.181804,142.3635,Potato
71.68,53.6,59.44,15.1744,75.6478,5.249947,93.6438,Potato
65.22,36.16,61.34,15.9246,76.9823,6.018995,99.0049,Potato
54.67,24.98,58.92,16.5995,75.7665,6.446764,75.8904,Potato
67.34,39.71,53.23,22.879,73.5589,6.447694,110.4015,Potato
74.51,54.8,47.64,17.1203,66.3388,6.095149,105.2054,Potato
61.62,54.34,65.97,12.0573,78.3815,6.083524,105.3471,Potato
81.62,61.33,58.5,12.2165,78.7668,6.700763,94.2978,Potato
70.21,49.51,44.81,17.5569,76.6066,4.866242,110.6838,Potato
62.54,43.92,53.06,12.4823,75.8879,5.614266,115.4337,Potato
63.02,50.87,37.57,10.7508,88.434,6.139397,95.662,Potato
